10000000	3.141593	555
10000000	3.141593	551
10000000	3.141593	594
10000000	3.141593	1298
10000000	3.141593	1038
10000000	3.141593	-87
10000000	3.141593	537
10000000	3.141593	511
10000000	3.141593	3596
10000000	3.141593	525
10000000	3.141593	586
10000000	3.141593	704
10000000	3.141593	90
10000000	3.141593	540
10000000	3.141593	490
10000000	3.141593	476
10000000	3.141593	522
10000000	3.141593	543
10000000	3.141593	574
10000000	3.141593	521
100000000	3.141593	776
100000000	3.141593	796
100000000	3.141593	707
100000000	3.141593	809
100000000	3.141593	784
100000000	3.141593	724
100000000	3.141593	781
100000000	3.141593	1453
100000000	3.141593	-68
100000000	3.141593	754
100000000	3.141593	796
100000000	3.141593	747
1000000	3.141593	577
1000000	3.141593	478
1000000	3.141593	503
1000000	3.141593	499
1000000	3.141593	502
1000000	3.141593	501
1000000	3.141593	466
1000000	3.141593	549
1000000	3.141593	503
1000000	3.141593	457
1000000	3.141593	547
1000000	3.141593	461
